0.425909 0 17 1500.000000
1.108513 0 9 1500.000000
1.917838 0 10 1500.000000
2.065125 0 6 1500.000000
2.094771 0 4 1500.000000
2.189801 0 23 3000000.000000
2.228530 0 9 3000000.000000
2.395568 0 21 3000000.000000
2.505377 0 24 1500.000000
2.900983 0 1 1500.000000
3.324564 0 11 200000.000000
3.807066 0 12 1500.000000
3.834746 0 12 1500.000000
4.348086 0 23 100000.000000
4.650040 0 7 200000.000000
4.730067 0 10 20000.000000
5.346666 0 1 1500.000000
5.372317 0 1 1500.000000
5.479517 0 11 1000000.000000
5.678725 0 21 100000.000000
5.805262 0 2 1000000.000000
5.894661 0 14 10000.000000
5.926237 0 12 200000.000000
5.944951 0 23 1500.000000
6.198541 0 11 1500.000000
6.289279 0 11 4000000.000000
6.755506 0 22 1500.000000
7.160722 0 10 100000.000000
7.174482 0 8 1500.000000
7.679283 0 20 1500.000000
7.970318 0 26 1500.000000
8.065509 0 18 100000.000000
8.141676 0 12 200000.000000
8.394759 0 1 1500.000000
8.469163 0 21 4000000.000000
8.888799 0 0 20000.000000
9.027418 0 19 100000.000000
9.300627 0 8 3000000.000000
9.336243 0 0 200000.000000
9.375637 0 19 100000.000000
9.421877 0 8 1500.000000
9.540468 0 13 1500.000000
9.612528 0 5 100000.000000
9.963357 0 15 1500.000000
9.976689 0 7 1500.000000
10.736077 0 6 1000000.000000
10.766532 0 12 1500.000000
11.591983 0 12 1500.000000
12.592800 0 22 1500.000000
12.829519 0 25 3000000.000000
13.498503 0 26 1500.000000
14.066713 0 2 100000.000000
14.198967 0 2 1500.000000
14.698046 0 0 1500.000000
15.130900 0 20 1500.000000
15.648713 0 20 1500.000000
15.843582 0 1 1500.000000
15.881223 0 9 1500.000000
15.886039 0 18 1500.000000
16.103671 0 24 4000000.000000
16.786313 0 7 1500.000000
16.872715 0 9 20000.000000
17.827110 0 17 100000.000000
18.431260 0 11 1500.000000
18.453581 0 14 1500.000000
18.757190 0 7 1500.000000
19.322721 0 24 10000.000000
19.392442 0 9 1500.000000
19.552670 0 9 100000.000000
19.567754 0 8 1500.000000
19.730494 0 23 1500.000000
20.567594 0 9 1000000.000000
20.781433 0 23 2000000.000000
20.867327 0 8 4000000.000000
20.995525 0 5 100000.000000
21.174910 0 17 1500.000000
21.217192 0 8 1500.000000
21.235548 0 26 4000000.000000
21.462058 0 26 10000.000000
21.696699 0 17 200000.000000
22.065913 0 19 1500.000000
22.117331 0 15 200000.000000
22.279492 0 23 4000000.000000
22.539741 0 6 1000000.000000
23.049854 0 1 3000.000000
24.132663 0 12 1500.000000
24.146574 0 4 3000000.000000
24.306055 0 10 1000000.000000
25.137985 0 18 10000.000000
25.407714 0 3 100000.000000
25.668480 0 12 1000000.000000
26.266937 0 14 3000000.000000
26.287928 0 8 3000.000000
26.439928 0 24 1500.000000
26.471327 0 23 3000.000000
26.718129 0 10 3000000.000000
26.766093 0 17 1500.000000
27.088635 0 10 10000.000000
27.525864 0 1 4000000.000000
28.005059 0 23 1500.000000
28.047185 0 8 200000.000000
28.084566 0 15 10000.000000
28.468738 0 8 1500.000000
28.507606 0 17 1000000.000000
28.616096 0 5 100000.000000
29.017421 0 22 200000.000000
29.257706 0 18 1500.000000
29.722078 0 16 1000000.000000
29.789760 0 11 3000.000000
0.768125 1 13 1000000.000000
1.040866 1 6 10000.000000
1.067163 1 17 1000000.000000
1.175467 1 0 200000.000000
1.215654 1 25 3000000.000000
1.257699 1 22 3000000.000000
1.447420 1 20 4000000.000000
1.525008 1 7 1500.000000
1.743517 1 10 4000000.000000
2.252487 1 23 1500.000000
2.311215 1 3 200000.000000
2.759036 1 26 1500.000000
3.099474 1 24 1500.000000
3.299812 1 13 10000.000000
3.387082 1 22 3000.000000
4.051466 1 16 1500.000000
4.643909 1 21 1500.000000
4.685373 1 10 1500.000000
5.386322 1 7 20000.000000
6.005234 1 1 1500.000000
6.009684 1 1 1500.000000
6.595114 1 4 1500.000000
6.647947 1 4 1500.000000
7.111041 1 20 1500.000000
7.615134 1 16 1500.000000
7.680800 1 20 4000000.000000
8.184080 1 23 1500.000000
8.321734 1 7 1000000.000000
8.901069 1 25 4000000.000000
9.494372 1 12 100000.000000
10.083801 1 19 100000.000000
10.108295 1 7 1500.000000
10.124710 1 1 200000.000000
10.473276 1 3 100000.000000
11.012044 1 17 200000.000000
11.258871 1 18 20000.000000
11.455276 1 5 4000000.000000
11.843094 1 13 1500.000000
11.961747 1 23 20000.000000
12.128740 1 2 20000.000000
12.769627 1 1 3000000.000000
12.890115 1 4 1500.000000
12.938285 1 3 10000.000000
13.061962 1 23 1500.000000
13.214071 1 22 10000.000000
13.229681 1 16 3000000.000000
13.745529 1 15 1500.000000
14.358250 1 5 200000.000000
14.946019 1 3 1500.000000
15.010098 1 3 1500.000000
15.205182 1 17 3000000.000000
15.616544 1 12 10000.000000
15.835139 1 17 4000000.000000
15.895126 1 21 10000.000000
15.924274 1 10 20000.000000
16.198974 1 14 200000.000000
16.345595 1 23 3000000.000000
16.425982 1 13 100000.000000
16.468344 1 20 3000.000000
16.487546 1 5 1000000.000000
16.623044 1 24 1000000.000000
16.808684 1 18 1500.000000
17.147501 1 19 4000000.000000
17.407979 1 7 3000.000000
17.581141 1 10 1500.000000
17.841168 1 5 3000000.000000
18.720776 1 6 200000.000000
19.409453 1 12 1500.000000
20.231502 1 4 4000000.000000
20.274997 1 15 100000.000000
20.455976 1 7 200000.000000
20.994650 1 3 1500.000000
21.005763 1 21 3000000.000000
21.678829 1 18 3000000.000000
22.563627 1 16 200000.000000
22.654387 1 7 1500.000000
23.139337 1 7 200000.000000
23.217018 1 14 3000000.000000
23.264568 1 0 4000000.000000
23.299828 1 11 1500.000000
23.644960 1 22 1500.000000
23.709583 1 26 1500.000000
24.936088 1 22 10000.000000
25.500764 1 2 4000000.000000
25.581532 1 22 1500.000000
26.005661 1 8 2000000.000000
26.369464 1 20 1000000.000000
26.394728 1 10 4000000.000000
27.071835 1 6 4000000.000000
27.356421 1 23 3000000.000000
27.874332 1 14 20000.000000
27.943202 1 24 1500.000000
28.098464 1 18 4000000.000000
28.994681 1 10 3000000.000000
29.410235 1 12 3000000.000000
0.220417 2 17 10000.000000
0.276203 2 15 1000000.000000
0.427235 2 13 100000.000000
0.681763 2 6 1500.000000
0.797298 2 14 100000.000000
0.979788 2 6 1500.000000
1.353140 2 20 20000.000000
1.373815 2 12 1500.000000
2.239521 2 7 4000000.000000
2.346065 2 21 1500.000000
2.474284 2 3 1000000.000000
2.732797 2 7 3000.000000
2.756199 2 18 10000.000000
3.052325 2 6 3000000.000000
3.107837 2 5 1500.000000
3.262228 2 0 4000000.000000
3.278445 2 3 3000.000000
3.415491 2 16 1000000.000000
3.475896 2 14 10000.000000
3.664840 2 5 1500.000000
3.770652 2 24 3000.000000
4.489461 2 2 4000000.000000
5.034499 2 4 1500.000000
5.288144 2 25 1500.000000
5.815950 2 22 1500.000000
5.852870 2 4 3000000.000000
6.892422 2 0 3000000.000000
6.982519 2 3 200000.000000
6.989014 2 25 100000.000000
7.424636 2 9 1500.000000
7.707159 2 17 3000000.000000
7.718093 2 3 3000000.000000
7.850316 2 14 3000000.000000
8.135991 2 26 200000.000000
9.115232 2 4 2000000.000000
9.237901 2 9 1500.000000
9.369228 2 9 3000.000000
9.488999 2 23 1500.000000
9.859410 2 15 1000000.000000
9.866363 2 14 10000.000000
9.885627 2 14 1500.000000
9.963876 2 24 1500.000000
10.114514 2 18 1500.000000
10.236146 2 11 3000000.000000
10.702088 2 26 3000000.000000
10.776190 2 24 3000000.000000
11.526543 2 9 200000.000000
11.660004 2 16 1500.000000
11.700312 2 24 3000000.000000
11.764899 2 14 1000000.000000
11.879284 2 25 10000.000000
12.681234 2 18 1500.000000
12.721790 2 24 2000000.000000
13.083106 2 21 1500.000000
13.539799 2 14 4000000.000000
13.736775 2 11 3000000.000000
13.880762 2 15 100000.000000
14.013751 2 20 100000.000000
14.722974 2 13 3000000.000000
14.922657 2 11 1000000.000000
15.114276 2 20 1500.000000
15.637739 2 8 100000.000000
15.689892 2 13 3000000.000000
15.883160 2 14 200000.000000
16.061468 2 17 1500.000000
16.215469 2 1 1500.000000
16.250844 2 14 100000.000000
16.429517 2 12 100000.000000
16.435833 2 12 1500.000000
16.613665 2 12 10000.000000
16.728812 2 19 100000.000000
17.003255 2 16 1000000.000000
17.035048 2 9 3000000.000000
17.111896 2 2 1500.000000
17.693837 2 19 1500.000000
17.773545 2 14 20000.000000
17.780618 2 26 200000.000000
17.806532 2 19 100000.000000
18.014771 2 24 100000.000000
18.084826 2 0 1000000.000000
18.274979 2 25 200000.000000
18.285129 2 8 100000.000000
18.328869 2 10 3000000.000000
18.339306 2 13 1500.000000
19.323758 2 15 4000000.000000
19.359374 2 10 200000.000000
20.529517 2 11 1500.000000
21.328118 2 19 100000.000000
23.217639 2 13 1000000.000000
23.521194 2 5 3000.000000
23.719619 2 12 1500.000000
24.516561 2 23 10000.000000
24.524510 2 19 4000000.000000
24.548668 2 17 4000000.000000
25.790128 2 23 1500.000000
26.044742 2 9 3000.000000
26.171764 2 19 1500.000000
26.179670 2 22 1000000.000000
26.383415 2 26 1500.000000
26.787021 2 2 1500.000000
26.844420 2 12 2000000.000000
27.122038 2 26 200000.000000
27.155114 2 16 1500.000000
27.209092 2 5 1500.000000
27.900133 2 1 200000.000000
28.341433 2 24 100000.000000
28.411172 2 8 200000.000000
29.099373 2 2 1500.000000
29.100598 2 10 100000.000000
29.323729 2 22 100000.000000
29.893552 2 9 100000.000000
0.061082 3 5 1500.000000
0.120649 3 26 10000.000000
0.220928 3 24 1500.000000
0.409245 3 14 1500.000000
0.481924 3 1 1500.000000
0.792601 3 16 100000.000000
1.729543 3 11 1500.000000
2.715755 3 7 1000000.000000
2.745411 3 8 1000000.000000
3.211380 3 5 2000000.000000
3.274929 3 26 1000000.000000
3.707125 3 26 1500.000000
3.726229 3 20 100000.000000
4.410231 3 9 3000000.000000
4.572555 3 20 200000.000000
4.584345 3 25 1500.000000
4.626430 3 14 1000000.000000
4.944818 3 4 4000000.000000
5.815354 3 12 200000.000000
5.978207 3 0 1500.000000
6.055256 3 6 3000.000000
6.287726 3 19 1500.000000
6.558937 3 11 3000000.000000
7.378414 3 11 200000.000000
7.383077 3 13 1500.000000
8.107909 3 14 10000.000000
8.236754 3 9 10000.000000
8.600910 3 3 1000000.000000
8.650211 3 1 200000.000000
8.881045 3 6 200000.000000
9.085018 3 9 20000.000000
9.459980 3 9 1500.000000
9.520180 3 7 10000.000000
10.064072 3 25 1500.000000
10.117108 3 20 20000.000000
11.086101 3 10 10000.000000
11.472293 3 20 1500.000000
11.954583 3 21 20000.000000
12.344278 3 7 1000000.000000
12.465458 3 24 3000000.000000
12.611569 3 11 1500.000000
13.084150 3 10 1500.000000
13.299572 3 14 20000.000000
14.666944 3 11 1500.000000
14.722788 3 4 100000.000000
15.180893 3 14 3000000.000000
15.727554 3 0 1000000.000000
15.753249 3 15 3000000.000000
15.978019 3 25 3000000.000000
16.169131 3 15 1000000.000000
16.281002 3 17 1500.000000
16.662615 3 22 1000000.000000
17.489145 3 17 4000000.000000
17.533370 3 4 200000.000000
